Message,Positive_Match,Negative_Match,Polarity,Keywords,Tweet_Number
RT RyanGrieveAB Idea The United States has been asking Canada to ban Huawei 5G Instead of escalating the mask situation which is very r,None,None,neutral,['canada'],2863
RT MaramJ4 Taibah UniversityCollege of Applied medical science YanbuDone by Maram AlrashidiSupervisor Elmasri dryosrel,None,None,neutral,None,2864
CarlRAlban WhiteHouse Go to Canada See what kind of help they serve up,None,None,neutral,['canada'],2865
Trumps moves to hold medical supplies tip Trudeau to China via politico,None,None,neutral,None,2866
RT CanadianGrocer Mastercard is enabling higher contactless payments in Canada to give consumers a safer notouch way to pay,None,None,neutral,['canada'],2867
Thank you Canada Im so proud to be Canadian,thank,None,positive,['canada'],2868
Why are we not advising more about diet Before Coronavirus the top three causes of death in the US were 1 Heart Disease 2 Cancer 3 Medical Error 4Accidents What are Canadas,top,death,negative,None,2869
Spookedman Canada Lets all unify and stay indoors to help each otherThe WeRe GuNNa OpeN dA CouNtRY bY aPRil fIRe fAUcI biD On VEnTiLAtoRS CeASe TrAde W cAnAdA aNd tHis wHOLE THIng CoulD B A HOaX,None,hoax,negative,['canada'],2870
RT SeWrestle FYI SE here is Kevin McNamee the Deputy ADCOO at George Mason University emphatically denying that this speculation,None,emphatically,negative,['university'],2871
RT MartinP25888179 JCookUK cuebono Sam Aaron Castro works at University College London,works,None,positive,['university'],2872
AdamParkhomenko He is isolated in Canada way up north Looked after very well,well,isolated,neutral,['canada'],2873
IrishPhan61 Think we would have been better off going the Canada route back in 75 Thats all Im saying,better,None,positive,['canada'],2874
Celebrate CanadianMusic with Red Wine by SteveNewsome on PopCanRebel at for Canadas Best Country amp More,celebrate,None,positive,None,2875
Whose university anyway snugrad snu,None,None,neutral,['university'],2876
ShawnTK he will so brock can go back to canada and not leave his house for a year,None,None,neutral,['canada'],2877
ghostwolfman Nancy00768 BamaJeans24 POTUS After they invented hockey Canada should have just packed up shop The only thing theyve exported since are a bunch of lousy actors,None,lousy,negative,['canada'],2878
RT CBCPEI born doctor working in NYC applauds provinces efforts to stop COVID19 spread pei,None,None,neutral,None,2879
ddale8 Canada did this first,None,None,neutral,['canada'],2880
RT Dtipler2 After talking with my Family and help from coachglover I am committed to University of Portland PILOTS,None,None,neutral,['university'],2881
BBCWorld BBCPolitics Hes setting a pretty high bar for other world leaders If Canada had a leader Im sure ITa play on the X gender goofs wouldnt even notice this tweet,pretty,None,positive,['canada'],2882
RT irumanyika Coronavirus deathsspectatorindexItaly 15887Spain 12418US 9504France 8078UK 4934Iran 3603China 3329,None,None,neutral,None,2883
ActivateLearn In Victoria Canada not Oz People are being exceptionally friendly when you walk by an extra big smiles It really helps Giving each other Encouragement and congratulations It means a lot,smiles,None,positive,['canada'],2884
Horatioforever KPW1453 NtlMuseumsScot PosyHill1 StrayRambler saletlux Salcathguide manxmaid SallyBadham I had a friend at university who could trace his ancestry back to the Black Douglas A more mildmannered chap you wouldnt find,None,None,neutral,['university'],2885
RT dannydumaresque Build the tunnel Its time for Newfoundland to dig itself out of food insecurity,None,insecurity,negative,None,2886
dhamnormok tasmaniacal1 allaboutchemist ValerieJarrett BarackObama No it wasnt His father gave him millions He created a fake university and had to be taken to court He refused to pay his vendors a filed bankruptcy 5 times to avoid payin them He stole from a charity he created He has charged us tax payers millions so he can play golf,None,refused,negative,['university'],2887
Blessed to receive an offer from coach Collins and Northwestern University GoWildcats,None,None,neutral,['university'],2888
Kraftium Right but Canada didnt popularize the language Like when you hear French in games or media it is most generally French French while most media these days uses American English instead of UK English so it has replaced it now as the standard kind,right,None,positive,['canada'],2889
RT CalSnape Im curious where in the world do you liveVancouver Canada here,None,None,neutral,['canada'],2890
RT TobiIsFab Carole Baskin has a lot of explaining to do,None,None,neutral,None,2891
RT tobyordoxford The Precipice is finally out today in the US and Canada And in audiobook form everywhere Though this is a dark time t,None,dark,negative,['canada'],2892
FlawYWN KyrieFaye FeItrix I play steady 50 bc i live in canada,steady,None,positive,['canada'],2893
Trudeau borrowed Canada into an impossible situation There was no reason for it we HAD industries that have supported the dominion for 4 lifetimes Trudeau destroyed Canada to benefit China,benefit,impossible,positive,['canada'],2894
RT logansuereen so so excited to run track for 4 more years at Park University Thank you for the banner rjohn50,thank,None,positive,['university'],2895
MengWanzhouCFO they are also security man or GUARD from cop court office they are CANADA office duty are same your duty in office only condition Ice cold white they must stay in your gateso you need help them hereor set CAMARAS system and A rooms for them inside your house one room in,None,cold,negative,['canada'],2896
Jellied Moose Nose Residents of Alaska and Canadas northernmost regions are no strangers to moose meat foodhistory game aspic jellies,None,None,neutral,None,2897
RT SMCHSBasketball Congratulations to former Eagle Kendall Mchugh on his commitment to University of Idaho WeAreSM,congratulations,None,positive,['university'],2898
UPDATE Woman in her 50s is second case of COVID19 in Halifax County Topbuzz,None,None,neutral,['halifax'],2899
RT BillBateman1 Every minute of every day the identity of someone in Canada andor the USA is being stolen Recovering from the loss is t,None,stolen,negative,['canada'],2900
RT murphmom02 the same Canadians mad at Trump for stopping 3M for selling Masks to Canada are the same Canadians who said nothing when Ju,trump,mad,neutral,['canada'],2901
RT canadianpoli The New York Times just called Canada the moral leader of the free world Well take it cdnpo,free,None,positive,['canada'],2902
TheMenzoid RebelNewsOnline Canada is one of the few countries that has a leader whos more concerned about his image and inconveniencing foreigners than he is about safeguarding his own country TrudeauMustGo,None,concerned,negative,['canada'],2903
RT ABlue911 mnkyblotManuel CP24 Canada should send help when America is refusing to assist them Have a read about the refusal from Pre,None,refusing,negative,['canada'],2904
CharlesMBlow The CBCNews in Canada is giving airtime to all his press conferences and for the life of me I dont know why we as a Canadians cannot just tune him out No more airtime here Especially after his greedy demands to 3M to stop sending us masks Masks made with Canadian pulp Grrr,None,greedy,negative,['canada'],2905
The battle continues for a project that makes no economic sense with oil near worthless as the GampM said last weekCanada has to rethink its economy to be self sufficient environmentally sustainable and CCD,sufficient,worthless,positive,None,2906
RT jmarie7 So far I have All Bs amp one A at Da Crib University Wilberforcerys20,None,bs,negative,['university'],2907
RT DonStockman jenkish gailsloane Thanks So grateful that we live in Canada Everyday,grateful,None,positive,['canada'],2908
RT chattingkat LOOKS LIKE CANADA NEEDS TO GIVE THEIR GIVERNMENT AN ULTIMATUM ALSO,like,ultimatum,neutral,['canada'],2909
taihenny No joke the designer of the Famicom is a teacher at my university Not the same department as me but still pretty cool nonetheless,pretty,joke,positive,['university'],2910
SallyAlbright And loving the tacos i just cant,loving,None,positive,None,2911
Adelaidebased MyriotaGlobal global nanosatellite and internet of things IoT connectivity company confirms North American expansion with the creation of Myriota Canada via SpaceConnectHQ,None,None,neutral,['canada'],2912
RT SenatorHousakos Very good question Why is Canadas manufacturing sector so weak that we cant produce ventilators and other equipmen,good,weak,neutral,None,2913
EpFosho I used April 4th Still hoping Canada keeps the Norway attack rates though today poor Quebec blew by their low attack rates I warned and I warned since Mar 5 to Gov to prepare ventilators shortages etc weeks before I tried Quebec below April 4 numbers,None,warned,negative,['canada'],2914
RT mazzenilsson Justin Trudeau hints at retaliation after White House orders 3M to halt critical N95 mask exports to Canada health work,work,critical,neutral,['canada'],2915
RT jodigraphics15 COVID19 Number of deaths per 1M people in the 15 countries with the most reported cases266 Spain254 Italy12,None,None,neutral,None,2916
RT joannachiu For some Canadians this is the second half of the coronavirus battle With family overseas theyve lived it for months ht,None,None,neutral,None,2917
JustinTrudeau should Social Distance himself from Canada trudouche Covid19,None,None,neutral,['canada'],2918
Hello from London ON Canada I cosign this tweet hugs Wendy,None,None,neutral,['canada'],2919
LukeEpplin ddale8 As an University of Illinois grad allow me to cosign,None,None,neutral,['university'],2920
RT MuhammadLila The Premier of Canadas largest province a conservative who was once a staunch Trump supporter is no longer holding bac,premier,conservative,positive,None,2921
RT NorbertElekes NEW Canada reports 1469 new cases of coronavirus and 59 new deathsA total of 14018 cases and 278 deaths,None,None,neutral,['canada'],2922
Tiger at US zoo tests positive for coronavirus BBC News,positive,None,positive,None,2923
Oblithian hainesbarb ShellCanada I appreciate your opinion on this Well done,appreciate,None,positive,None,2924
So realDonaldTrump graduated w medical degree from trump university huh PressConference,trump,None,positive,['university'],2925
RT ForgeRat JohnTory dianneathome Her father just saved the lives of tens of thousands of Canadians It seems appropriate for Canada to,appropriate,None,positive,['canada'],2926
This is indescribably wonderful canada Covid19 coronavirus trudeau,wonderful,None,positive,['canada'],2927
RT oulosP In an interview with Figaro the director of the Marseille University Hospital Institute IHU Didier Raoult who is the worlds,None,None,neutral,['university'],2928
RT CBCLondon London region sees biggest spike in COVID19 cases over the weekend,None,None,neutral,None,2929
DeleMomodu 3146314211 first bank Am a student of IMO state university owerri I study crop science and biotechnology My students Id hasnt been prepared pls help sir am in dying need of help 3146314211,None,dying,negative,['university'],2930
Stoners cheered when Canada legalised cannabis How did it go so wrong,None,wrong,negative,['canada'],2931
LauraJaneGrace againstme YourBaroness DrugChurch destroyboysband You say North America but you mean just the Any plans for Canada,None,None,neutral,['canada'],2932
jenkish gailsloane Thanks So grateful that we live in Canada Everyday,grateful,None,positive,['canada'],2933
experts predict innovation in medicine education remote work Innovation education,innovation,None,positive,None,2934
89100 aint a bad mark at university ripper,None,bad,negative,['university'],2935
RT phinney35 Thank God for Canada Thats it,thank,None,positive,['canada'],2936
nevermind that canada has an official religion Christianity and america doesnt,None,None,neutral,['canada'],2937
Takomi07404073 SamanthaEE16 WeThaKKK BBCBreaking Testimony from people affected You havent even been denying it youve just been claiming its normal and even comparing it to university dorms,None,denying,negative,['university'],2938
RT TrumpsterTrash lor JustDavidDavid Canadas very own Russell Williams Air Force Colonel commander of CFB Trenton Spent years,None,None,neutral,None,2939
RT Roisin473 Bluedogger globeandmail GlobeDebate Its not about dropping the ball Canada and the US have a highly integrated system,integrated,None,positive,['canada'],2940
Twitter is awesome because one tweet on my timeline is the beginning of a university level analysis of the election and coronavirus and the next is why coffee make me go poop i love Posting,love,None,positive,['university'],2941
Wasnt aware of how much coal is still used today and was surprised to see that 50 of the coal in Canada is exported and the remaining 50 to produce electricity Lesson5 Coal FossilFuels,None,None,neutral,['canada'],2942
DocAntle we need to borrow your gas chamber,None,None,neutral,None,2943
AngieTheCute1 Endurance97 So was the Head of Harvard University chemistry department,None,None,neutral,['university'],2944
Towson University and University of Maryland College Park officials are planning to refund students for fees paid for services they can no longer use because the universities have restricted access during the coronavirus pandemic,refund,restricted,neutral,['university'],2945
CanadensisMax I dont know who you are but keep us laughing CANADA STRONG,strong,None,positive,['canada'],2946
RT KevinSerfas This is a fantastic read,fantastic,None,positive,None,2947
RT MMaraMallory Never thought this day would come Well said Doug Ford New Brunswick is also one of the manufacturing engines of Can,well,None,positive,None,2948
CP24 This Moron should be put in prison Either she is a complete lot or incompetent Only a few cases in Canada and no need to wear masks meanwhile this virus is way more serious than her and our leaders let on,None,moron,negative,['canada'],2949
THEvsnz Halifax Is Max a Samoyed,None,None,neutral,['halifax'],2950
Do Your Part Flatten The Curve Canada Stay home and wash your hands again,None,None,neutral,['canada'],2951
RT NorbertElekes Coronavirus update Americas USA 33591 new cases Canada 1469 new cases Brazil 1145 new cases Chile 424,None,None,neutral,['canada'],2952
im still moving to canada next year,None,None,neutral,['canada'],2953
Slotastic Casino 50 Free Spins Sign Up Bonus and April Free Spins Codes List Reliable Crypto Bitcoin Litecoin BitcoinCash or fiat Online Casino est 2009 US Canada France Australia Welcome,free,None,positive,['canada'],2954
OrganikHipHop In Germany the coverage is pretty self contained Not a lot of word on America except that its getting pretty bad Little to no coverage at all of Canada,pretty,bad,positive,['canada'],2955
ArianaKhakpour Sportshadmelike CTVNews JustinTrudeau Ummm thats not what you said Youre talking common age 38 US and 41 Canada,None,None,neutral,['canada'],2956
RandahArena MichelleRempel I hear you Randah Its not only painful its horrific to watch especially with our MSM helping the downfall of Canada All we can do is to keep speaking out Dont give up Hopefully Canadians will wake up now and not when it is too late,helping,downfall,negative,['canada'],2957
Welcome Mr Vigna as a learning resource teacher He earned his BS in Mathematics from Saint Vincent College amp his Masters in Special Education from Shenandoah University He began his career at Newport News amp has been at James Wood High School the past 6 years,saint,bs,positive,['university'],2958
RT CalvinHelin Total lifetime equalization payments in Canada,None,None,neutral,['canada'],2959
EdwinMorel7 JB82742515 jsherrington92 patrickmkcirtap washingtonpost America is the place people want to live because of propagandaThe reality is America is barely a first world country and this American dream isnt really achievable for most people in America The American Dream is alot more within reach in Canada or Europe,achievable,None,positive,['canada'],2960
RT GolfHouseKY We are down to Cards Nation has propelled University of Louisville Golf Club to most popular private logo while Benton,popular,None,positive,['university'],2961
RT BayleeKalmbach Officially a University of Cincinnati College of Law student Go Bearcats,None,None,neutral,['university'],2962
RT Lumberist A tiger The PM of Canada cant take a test amp hides for a month amp a friggin TIGER gets a test LacheDuChalet,None,friggin,negative,['canada'],2963
Vaccine developers at the University of Pittsburghs Center for Vaccine Research have taken a part of the coronavirus involved in COVID19 infection amp attached it to a genetically modified measles vaccine that has been used for many years,None,infection,negative,['university'],2964
Exciting experiments Nothing concrete,exciting,None,positive,None,2965
globeandmail globebusiness Start by getting rid of the frauds pretending to be LiberalsFocus on governments that are centrist amd care more about Canada and Canadians than agendas and international admiration,admiration,None,positive,['canada'],2966
RT knijeah Thanks to God my family my coaches and my friends for supporting me I am truly blessed to receive my second offer from the,supporting,None,positive,None,2967
RT j4r Really considering moving to Canada,None,None,neutral,['canada'],2968
Continues to bother me how people like Trudeau JustinTrudeau act like they know how to keep us safea His wife and people like her brought the coronavirus to Canadab He will get paid no matter whatc We aint all in this together hiding at a secluded cottage,like,bother,positive,None,2969
RT Reuters Throwback Researchers at the University of Cambridge are predicting skyscrapers made from wood could give rise to ecofriendl,None,None,neutral,['university'],2970
The way we share info in Canada especially for the youngest of audiences is awesome COVID19,awesome,None,positive,['canada'],2971
taraherod StMaryOakville HCDSBCYCs Liam and Declan out enjoying a roller blade with our guide dog in training Ovi who is home from Doggie University for a few weeks StMaryOakville taraherod,enjoying,None,positive,['university'],2972
RT michaelhouse9 Trudeau GVT cant even fight COVID19 in Canada but pledge 159 Million to developing countries Of course this does in,None,None,neutral,['canada'],2973
The first organization to sound the alarm about the Wuhan Virus was in the USA NOT ChinaThe University of Minnesotas Center for Infectious Disease and Policy established in 2017 with funding from the Bill and Melinda Gates Foundation,None,virus,negative,['university'],2974
RT OakBayPolice Despite returning home to find that a hole had been drilled in our gas tank in Richmond it felt good to be back in Can,good,tank,neutral,None,2975
RT jenneriley Thankful to have received an offer from Western Carolina University CoachNewsome,thankful,None,positive,['university'],2976
Rex Murphy A COVID19 wakeup call Canada must stop this selfdestruction via nationalpost,None,None,neutral,['canada'],2977
RT NoahAeneas all the He had promised He is able to perform Blessed to continue my education with a MS in Media with a concentration,promised,None,positive,None,2978
RT sarrahh011 The supplies he stole from Canada and Germany,None,stole,negative,['canada'],2979
RT MakeItRight Love this,love,None,positive,None,2980
RT shconnolly At Southern Oregon University an art student made the Corona Virus humor COVID19,humor,virus,neutral,['university'],2981
RT Paradigmfund Biweekly update on Bitcoin22nd March 5th AprilBinance Will Enter BTC Mining Business With Its Own Pool Coinbase C,None,None,neutral,None,2982
RT donsummerone Coronavirus Pastor who decried hysteria dies after attending Mardi Gras BBC News,None,hysteria,negative,None,2983
RT gillgodwin Good night Canada stay strong wash your hands practice physical distancing and keep believing we will get through this,good,None,positive,['canada'],2984
RT CanadasPatriots The problem with that is because this is Canada and the snails pace at which we take on Political Problems the offe,None,problems,negative,['canada'],2985
JustinTrudeau CPHOCanada Please keep this in mind when you are speaking to Trump Canadians need you to STAND UP and fight for our front line workers On a personal note my 5 yr old grandson Cole Bragg is battling cancer His nurses and doctors need them as well,trump,cancer,positive,None,2986
realDonaldTrump has a medical degree from trump university,trump,None,positive,['university'],2987
RT IanFraser Liz Glanister 68 a nurse at Aintree University Hospital who died after testing positive for coronavirus LivHospi,positive,died,neutral,['university'],2988
I miss John Carroll University,None,miss,negative,['university'],2989
RT GISEd Esri announced it will provide free access to its ArcGIS platform through the LearnArcGIS site to support college and univers,support,None,positive,None,2990
kyleruggles TrentCapelli rohaniroop Garbage rankings Canada is a massive underperformed,None,garbage,negative,['canada'],2991
I just voted for Tuskegee University on The 2020 Home Depot Retool Your School Campus Improvement Grant Program is Back Vote today at Thx all my fellow TU Alumni friends family and supporterstuskegeerys20,improvement,None,positive,['university'],2992
In Canada anyone over the age of 70 will be left to die in their homes Trudeau views them as worthless burdens to our society I am very angry about that In ItalyA beautiful story of hope from Biella grandmother Ada defeats the virus at 104 years of age What strength,beautiful,die,negative,['canada'],2993
Ive been behind on my US news because frankly it makes my blood boilDid the Orange Jackass address in yesterdays presser his trying to stop 3M from sending masks to CanadaDid anyone remind him how many wars weve fought w them 911 etc,None,None,neutral,None,2994
We ALL matter ScottMorrisonMP Sessionalcasual university staff migrant workers and international students deserve job security fullfunded public education financial support and to be treated with respect Stimulus4HigherEd NoWorkerLeftBehind CovidCampus NTEUVictoria,support,None,positive,['university'],2995
JenniBreese CPHOCanada Most important words in your tweet they didnt prepareYou are SO correct We KNEW a pandemic was coming 100 years since last SARS MERS etc just a matter of time and yet no stockpiling of masks ventilators protection for health care workers Fire them all,protection,None,positive,None,2996
RT buzshan globeandmail globebusiness Lets invest in Canada by building our own industries such as auto cell phone high tech medical,None,None,neutral,['canada'],2997
RT TorontoStar A new study by University of Toronto professor Nicola Lacetera and coauthors uses data from Italy to show that surprising,None,None,neutral,['university'],2998
RT LeonardRoxon Cnds watching MSM pissed with Trump regarding 3M PPE sales to Canada Trusted MSM trying to pit us against US amp embrace,trusted,None,positive,['canada'],2999
RT janbear105 lotekzed JustinTrudeau CPHOCanada Only applies if you are still alive to worry about it priorities priorities,None,worry,negative,None,3000
Coronavirus Pastor who decried hysteria dies after attending Mardi Gras,None,dies,negative,None,3001
RT frankkerr This is a direct quote from thesundaytimes it was revealed that Downing Street had dispatched the Royal Navy to collect t,None,None,neutral,None,3002
RT Franktmcveety Shockproofing Canada Why the Keystone pipeline is just the start of making us energy selfsufficient,None,None,neutral,['canada'],3003
Trump bans 3M from shipping US made Masks to Canada1000s of Canadian Drs and Nurses cross the border daily to work in US hospitals BC made Pulp and Quebec made textiles make those masks china ships Masks to Canada Guess we know now who our real friends are SCREWTRUMP,trump,None,positive,['canada'],3004
RT HashemGhaili Coronavirus Updates 5 April Avigan Surgical Masks Experimenta,None,None,neutral,None,3005
cambrotherston GarySinise We are probably going to need those components here in Canada as we ramp up our own ventilator production Sorry USA you know just doing what you are I am sure you understand Except were not despicable,None,despicable,negative,['canada'],3006
RT MistressOfNull hipstershambIes Twelves entire run being university centred couldve been god tier Doctor Who we were really robbed,None,None,neutral,['university'],3007
StayFierce1973 Warrioroftruths Canada Post is doing all the deliveries,None,None,neutral,['canada'],3008
kennwhite Knew a guy who ran an Accounts Payable system written in PLI for a major university campusHe changed the source for every prod run to include date info and ran load and go with Noprint sourceYes they had a source control system No he didnt use it,None,None,neutral,['university'],3009
SeWrestle AppWrestling GMUWrestling That writer is a Campbell University TROLL He hates App since we went 62 against them under Sammy Kolat He is trying to discourage our recruits Perfect example of the type of program Kolat runs Guy will never stay at Navy over 3 years,perfect,hates,negative,['university'],3010
lunalovebad JUNCTIONREADS KimPigSquash But why would you say this is mass media panic It is not and has nothing to do with mass media or panic The US CDC and Public Health Canada are recommending wearing masks to protect the community and Dr Henry has lagged in many things Why cherry pick authorities,protect,panic,negative,['canada'],3011
RT DemonesSlay FlamingTwits mitchellvii This Prof shreds THE ENTIRE NARRATIVEProf Knut Wittkowski once head of The Rockefeller Univ,None,None,neutral,None,3012
We dont love your country there Im saying it trump TrumpPressBriefing Canada,love,None,positive,['canada'],3013
I live this crisis here In Canada I protect my community here by being obedient to the rulings I help some of my neighbors and friends who are vulnerable I am doing my best to protect my family by not going back in my country and people here by helping them immigrantstoo,helping,crisis,positive,['canada'],3014
marcomendicino Several countries around the world already announced that visas for workers and students would be automatically expanded I am immigrant in Canada I go through an enormous amount of stress You need to make an announcementimmigrantstoo,None,stress,negative,['canada'],3015
RT kdishmael Be like my family we no finish university for there Me nkoaa I reach level 400 nor corona come hijack me Efie abayifo m,like,None,positive,['university'],3016
RT MuhammadLila The Premier of Canadas largest province a conservative who was once a staunch Trump supporter is no longer holding bac,supporter,conservative,positive,None,3017
I know that a lot of people are under pressure at the University but there is no recognition that staff AND students are caring for children and other dependents while having to work more to go online and additional pastoral care etc This is an equity issue,work,issue,neutral,['university'],3018
ClarkeMicah OgilvieCJ Professor Knut Wittkowski former head of Rockefeller Universitys Department of Biostatistics Epidemiology and Research Design says that social distancing and lockdown is the absolutely worst way to deal with an airborne respiratory virus,None,virus,negative,None,3019
RT PopCanRebel Celebrate CanadianMusic with Goodbye Leo by TheLauraPalumbo on PopCanRebel at for Canadas Best,celebrate,None,positive,None,3020
KwameOApenteng UncleDrew94 dannyAbbs She is studying at Oxford University,None,None,neutral,['university'],3021
RT ngotranslations Without pressuresolidarity I would have been killed said democracy leader jdanielferrer as he was placed under h,None,killed,negative,None,3022
RT Chortitz1 Canada to allow seasonal foreign workers but they must selfisolate minister says Who will moniter,None,None,neutral,['canada'],3023
RT tylerwhat16 Leave it to Michelle Rempel the ultimate partisan Conservative to incite fear amp distrust in Canadas COVID19 leaders B,None,distrust,negative,None,3024
carlyweeks heysciencesam CPHOCanada Everyone who works with the public should have at least a face shield to protect themselves and public Distancing and isolation will flatten the curve but if these people are getting sick no way to control COVID Check what has happened recently in lndont lowes and TD Bank,protect,sick,neutral,None,3025
To help make the experience better for everyone apply for the CERB benefit as instructed here For eligibility requirements more information and to apply go to,better,None,positive,None,3026
Did the orange one get his medical degree at trump university,trump,None,positive,['university'],3027
I spent the last 2 weekends showing my favourite Team Bruce Curling shots and ironically Curling Canada just posted this Daniel Bruce NL Runback for 2 2020 New Holland Canadian Jrs via YouTube,None,ironically,negative,['canada'],3028
When you learn that AJ from The Sopranos duh reach schools for college are Arizona State and University of Arizona reader I screamed,None,None,neutral,['university'],3029
RT MsAmyMacPherson Today I give thanks that I dont live in Alberta where decades of denying science to shield the oil patch has led to,led,denying,neutral,None,3030
RT dominiquetaegon Im really touched by all of the people who have reached out privately and publicly to offer me help and counsel Hope,None,None,neutral,None,3031
RT hipstershambIes The Pilot is so much fun to watch its mad how good this is I wish we had more seasons of this university setup,good,mad,positive,['university'],3032
NaomiWong1984 CPHOCanada At least Trump showed some leadership on restricting flights from infected areas We were an open sieve and just lucked out that we didnt get hit earlier,trump,infected,neutral,None,3033
RT JustinTrudeau If youve lost your income because of COVID19 the Canada Emergency Response Benefit will give you 2000 a month for u,benefit,emergency,negative,['canada'],3034
Im afraid this all will clear up in Canada amp because of the dumb fuckery happening in the states well have to suffer longer,clear,suffer,negative,['canada'],3035
realDonaldTrump VP SecAzar 335524 cases9562 deathsmortality S Korea Germany Canada because they took immediatedecisive action unlike you fatass You are directly responsible for of the deaths which today is 5703 You have BLOOD on your hands,None,None,neutral,['canada'],3036
Opinion Canadas handling of the pandemic so far is putting the to shame,None,shame,negative,None,3037
The New York Times just called Canada the moral leader of the free worldApparently Cdn tweets are more optimistic love and compassion vs our US cousins so blameCanada eh loveWins,free,None,positive,['canada'],3038
JustinTrudeauI want to request you to give some help for those who landed as PR of Canada this year I landed as PR in Canada from India in Feb 2020 and got a job at Tim hortons But I was laid off due to Covid 19 just after 4 days of my jobcan I apply for CERB or any othr,None,None,neutral,['canada'],3039
Staying close to mom these little guys could only a couple of days old I guessing lambs sheep newborn spring lambingseason babyanimals langleybc lowermainland beautifulbc canada thenorth,None,None,neutral,['canada'],3040
Total lifetime equalization payments in Canada,None,None,neutral,['canada'],3041
The management of the University of Ilorin Teaching Hospital has accused a professor of medicine on its staff of conniving to conceal from his colleagues vital information on a suspected case of COVID19 who died at the hospital last week,None,died,negative,['university'],3042
While health experts in Canada say theres no scientific proof that cloth masks will prevent you from catching the coronavirus many are getting creative with homemade masks as research on their efficacy continues to evolve DilshadBurman has more,creative,None,positive,['canada'],3043
scottlasker Also gets you chased out of public parks in Canada,None,None,neutral,['canada'],3044
RT dermotjm9er realDonaldTrump Maybe and Im just spitballing here electing a gameshow host who ran a fake university scammed chariti,None,fake,negative,['university'],3045
CalSnape Durban South Africa Id really love to visit Canada some day,love,None,positive,['canada'],3046
RT iveyjanette207 SophiaLamar1 TyreeBP Big6domino My mom and grandma always talked about it Plus the segregation and racism they end,None,racism,negative,None,3047
RT DemonesSlay jeffreyatucker Not veryProf Wittkowski once 20 yrs head of The Rockefeller Universitys Department of Biostatistics,None,None,neutral,None,3048
paulqgerber davemaze DaHero Gad dammit I got my friend from Boston University to the Apple store and he just had to say that he was a student so that my school student self could get the discountI wish it were the same online lmao,None,None,neutral,['university'],3049
brianhadad Corona is ripping our university apartmake the madness stop,None,madness,negative,['university'],3050
RT ExpressRxCanada Education is everything Learn more about COVID19 from Canada FlattenTheCurve,None,None,neutral,['canada'],3051
Australian Broadcasting Corporation ABC Australian Army Australian Unity Australian Embassy Indonesia Australian High Commission South Africa The Australian National University Australian National University Internati,unity,None,positive,['university'],3052
The University of Sydneys Westmead Applied Research Centre has been awarded a 1 million grant from Google to research aisydney artificialintelligence ai machinelearning analytics bigdata deeplearning digitaltransformation digitalhealth,awarded,None,positive,['university'],3053
ArnoldAugust cupw neatsie66 tonimaca EndBlockadeCuba TonyTracy esooze jcallaghan2 Not RATHER THAN Canada Post Amazon doesnt deliver Canada Post is doing the deliveries,None,None,neutral,['canada'],3054
I am so glad I live in Canada during this pandemic More importantly Im so glad I live in BC The officials here are utterly phenomenal in how they are handling this Dr Henry in particular has been our lifeline to the truth pandemic COVID19 COVID19BC,glad,utterly,positive,['canada'],3055
RT elleprovocateur Most by now are somewhat familiar with the Imperial College study March 16 2020 For those not familiar take a mo,None,None,neutral,None,3056
ad The Nike Air Max 270 React Iron GreyUniversity Red is now available via FinishLine for 130 retail 160 SneakerScouts,available,None,positive,None,3057
Adapt to a new business landscape with insights from SWOnt industry experts Head to for our upcoming webcasts Apr 6 WorkSharing Updates KPMGCanadaApr 7 Clearing HR Hurdles Ahria ConsultingApr 8 Remote Readiness Consysgroup,None,None,neutral,None,3058
RT rebeccatoov University of MN Courses Beekeeping 1917 SundayScroll UMNArchives,None,None,neutral,['university'],3059
RT GuizaoO How are you holding upmissthattrip quebec Montreal Canada,None,None,neutral,['canada'],3060
RT ontarioisproud Just imagine if Canada had one item one item and we all of a sudden cut the off that they were in desperate nee,None,desperate,negative,['canada'],3061
Blessed to receive an offer from The University of Tennessee at ChattanoogaCoachWilk04 GoMocsFBBollesFootball,None,None,neutral,['university'],3062
RT andjustice4some HealTheWorld2020 has trended in the UK the US and Canada with a bare minimum of 20k tweets Thank you so much and,thank,None,positive,['canada'],3063
RT KTPrepElite Lu Hearns Hearns21De La Salle High SchoolGPA Class of 21 ATHDBWR1st Team EBAL 3rd Team AllStateOffers,None,None,neutral,None,3064
The next year or two Im moving to Texas or Canada,None,None,neutral,['canada'],3065
The LASHD Team are staying positive as the World is changing quickly around us While we know about and recognise the devastation that is happening we also must keep in mind that we will get through this We will use this time to onboard Creatives in the USA UK and Canada,positive,devastation,neutral,['canada'],3066
RT DickDumfaq blackyouth2 KateLaterally atweetor Thats a false statement Canada has a two tiered health care system The public syst,None,false,negative,['canada'],3067
There is no reason Canada cannot make masks,None,None,neutral,['canada'],3068
Most coronavirus casesUS 335800Spain 131646Italy 128948Germany 100123China 81669France 70478Iran 58226UK 47806Turkey 27069Switzerland 21065Belgium 19691Netherlands 17851Canada 15425Austria 11973Portugal 11278Brazil 11130,None,None,neutral,None,3069
